,err_prob,n_checks,Encoded blocks, source block size, encoded block size,Decoded blocks,valid blocks,Average iterations, bit changes %, Decoding time (milli-seconds),Block counts tot, with chk errs, with src errs, both,Bit error rate (on message bits only),1-BLER,shannon,real_key,eff_key
126,0.06,650,1142.0,350.0,1000.0,1142.0,1142.0,2.1,2.0,0.112,1142.0,0.0,0.0,0.0,0.0,1.0,0.32744491915447627,0.02255508084552371,0.02255508084552371
127,0.06,675,1230.0,325.0,1000.0,1230.0,1230.0,2.0,2.0,0.074,1230.0,0.0,0.0,0.0,0.0,1.0,0.32744491915447627,-0.0024449191544763105,0.0
128,0.06,700,1333.0,300.0,1000.0,1333.0,1333.0,1.9,2.0,0.074,1333.0,0.0,0.0,0.0,0.0,1.0,0.32744491915447627,-0.02744491915447622,0.0
129,0.06,725,1454.0,275.0,1000.0,1454.0,1454.0,1.8,2.0,0.073,1454.0,0.0,0.0,0.0,0.0,1.0,0.32744491915447627,-0.052444919154476244,0.0
130,0.07,100,444.0,900.0,1000.0,444.0,0.0,250.0,0.0,8.095,444.0,444.0,444.0,444.0,0.07043,0.0,0.36592365090022333,0.5340763490997767,0.0
131,0.07,125,457.0,875.0,1000.0,457.0,0.0,250.0,0.0,8.054,457.0,457.0,457.0,457.0,0.07042,0.0,0.36592365090022333,0.5090763490997767,0.0
132,0.07,150,470.0,850.0,1000.0,470.0,0.0,250.0,0.0,7.862,470.0,470.0,470.0,470.0,0.07043,0.0,0.36592365090022333,0.4840763490997767,0.0
133,0.07,175,484.0,825.0,1000.0,484.0,0.0,250.0,0.0,7.914,484.0,484.0,484.0,484.0,0.07044,0.0,0.36592365090022333,0.45907634909977674,0.0
134,0.07,200,500.0,800.0,1000.0,500.0,0.0,250.0,0.0,8.396,500.0,500.0,500.0,500.0,0.07042,0.0,0.36592365090022333,0.4340763490997767,0.0
135,0.07,225,516.0,775.0,1000.0,516.0,0.0,250.0,0.0,7.163,516.0,516.0,516.0,516.0,0.07042,0.0,0.36592365090022333,0.40907634909977675,0.0
136,0.07,250,533.0,750.0,1000.0,533.0,0.0,250.0,0.0,7.156,533.0,533.0,533.0,533.0,0.07041,0.0,0.36592365090022333,0.3840763490997767,0.0
137,0.07,275,551.0,725.0,1000.0,551.0,0.0,250.0,0.0,7.623,551.0,551.0,551.0,551.0,0.06953,0.0,0.36592365090022333,0.3590763490997767,0.0
138,0.07,300,571.0,700.0,1000.0,571.0,9.0,246.6,1.0,7.087,571.0,562.0,562.0,562.0,0.06436,0.01576182136602452,0.36592365090022333,0.33407634909977674,0.0052656517371243265
139,0.07,325,592.0,675.0,1000.0,592.0,73.0,222.2,2.0,7.414,592.0,519.0,519.0,519.0,0.0514,0.12331081081081081,0.36592365090022333,0.3090763490997767,0.03811245520993868
140,0.07,350,615.0,650.0,1000.0,615.0,266.0,149.7,3.0,0.622,615.0,349.0,349.0,349.0,0.02939,0.432520325203252,0.36592365090022333,0.28407634909977675,0.12286879489518798
141,0.07,375,640.0,625.0,1000.0,640.0,536.0,51.0,4.0,0.272,640.0,104.0,104.0,104.0,0.00883,0.8375,0.36592365090022333,0.2590763490997767,0.216976442371063
142,0.07,400,666.0,600.0,1000.0,666.0,647.0,16.3,4.0,0.22,666.0,19.0,19.0,19.0,0.001429,0.9714714714714715,0.36592365090022333,0.2340763490997767,0.22739849529662992
143,0.07,425,695.0,575.0,1000.0,695.0,693.0,7.1,4.0,0.205,695.0,2.0,2.0,2.0,0.0001526,0.9971223021582734,0.36592365090022333,0.20907634909977674,0.20847469054121623
144,0.07,450,727.0,550.0,1000.0,727.0,727.0,5.1,4.0,0.099,727.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,0.18407634909977671,0.18407634909977671
145,0.07,475,761.0,525.0,1000.0,761.0,761.0,4.4,4.0,0.159,761.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,0.15907634909977675,0.15907634909977675
146,0.07,500,800.0,500.0,1000.0,800.0,800.0,3.8,4.0,0.127,800.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,0.13407634909977673,0.13407634909977673
147,0.07,525,842.0,475.0,1000.0,842.0,842.0,3.4,3.0,0.136,842.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,0.1090763490997767,0.1090763490997767
148,0.07,550,888.0,450.0,1000.0,888.0,888.0,3.1,3.0,0.099,888.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,0.08407634909977668,0.08407634909977668
149,0.07,575,941.0,425.0,1000.0,941.0,941.0,2.9,3.0,0.104,941.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,0.05907634909977677,0.05907634909977677
150,0.07,600,1000.0,400.0,1000.0,1000.0,1000.0,2.7,3.0,0.104,1000.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,0.03407634909977675,0.03407634909977675
151,0.07,625,1066.0,375.0,1000.0,1066.0,1066.0,2.5,3.0,0.108,1066.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,0.009076349099776726,0.009076349099776726
152,0.07,650,1142.0,350.0,1000.0,1142.0,1142.0,2.3,2.0,0.107,1142.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,-0.015923650900223296,0.0
153,0.07,675,1230.0,325.0,1000.0,1230.0,1230.0,2.1,2.0,0.091,1230.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,-0.04092365090022332,0.0
154,0.07,700,1333.0,300.0,1000.0,1333.0,1333.0,2.0,2.0,0.074,1333.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,-0.06592365090022323,0.0
155,0.07,725,1454.0,275.0,1000.0,1454.0,1454.0,1.9,2.0,0.071,1454.0,0.0,0.0,0.0,0.0,1.0,0.36592365090022333,-0.09092365090022325,0.0
156,0.08,100,444.0,900.0,1000.0,444.0,0.0,250.0,0.0,7.26,444.0,444.0,444.0,444.0,0.08022,0.0,0.4021791902022728,0.49782080979772725,0.0
157,0.08,125,457.0,875.0,1000.0,457.0,0.0,250.0,0.0,7.915,457.0,457.0,457.0,457.0,0.08022,0.0,0.4021791902022728,0.4728208097977272,0.0
158,0.08,150,470.0,850.0,1000.0,470.0,0.0,250.0,0.0,7.576,470.0,470.0,470.0,470.0,0.08023,0.0,0.4021791902022728,0.4478208097977272,0.0
159,0.08,175,484.0,825.0,1000.0,484.0,0.0,250.0,0.0,7.123,484.0,484.0,484.0,484.0,0.08024,0.0,0.4021791902022728,0.42282080979772724,0.0
160,0.08,200,500.0,800.0,1000.0,500.0,0.0,250.0,0.0,7.295,500.0,500.0,500.0,500.0,0.08021,0.0,0.4021791902022728,0.3978208097977272,0.0
161,0.08,225,516.0,775.0,1000.0,516.0,0.0,250.0,0.0,7.417,516.0,516.0,516.0,516.0,0.08021,0.0,0.4021791902022728,0.37282080979772725,0.0
162,0.08,250,533.0,750.0,1000.0,533.0,0.0,250.0,0.0,7.901,533.0,533.0,533.0,533.0,0.08023,0.0,0.4021791902022728,0.3478208097977272,0.0
163,0.08,275,551.0,725.0,1000.0,551.0,0.0,250.0,0.0,7.264,551.0,551.0,551.0,551.0,0.08017,0.0,0.4021791902022728,0.3228208097977272,0.0
164,0.08,300,571.0,700.0,1000.0,571.0,0.0,250.0,0.0,7.09,571.0,571.0,571.0,571.0,0.07906,0.0,0.4021791902022728,0.29782080979772724,0.0
165,0.08,325,592.0,675.0,1000.0,592.0,5.0,248.4,1.0,7.321,592.0,587.0,587.0,587.0,0.07335,0.008445945945945946,0.4021791902022728,0.2728208097977272,0.0023042298124808045
166,0.08,350,615.0,650.0,1000.0,615.0,81.0,220.5,2.0,7.028,615.0,534.0,534.0,534.0,0.05717,0.13170731707317074,0.4021791902022728,0.24782080979772725,0.0326398139733592
167,0.08,375,640.0,625.0,1000.0,640.0,312.0,136.8,4.0,0.417,640.0,328.0,328.0,328.0,0.03083,0.4875,0.4021791902022728,0.22282080979772723,0.10862514477639203
168,0.08,400,666.0,600.0,1000.0,666.0,561.0,50.5,4.0,0.274,666.0,105.0,105.0,105.0,0.009157,0.8423423423423423,0.4021791902022728,0.1978208097977272,0.16663284428907651
169,0.08,425,695.0,575.0,1000.0,695.0,682.0,13.5,5.0,0.285,695.0,13.0,13.0,13.0,0.001056,0.981294964028777,0.4021791902022728,0.17282080979772724,0.16958819033388486
170,0.08,450,727.0,550.0,1000.0,727.0,725.0,7.2,4.0,0.157,727.0,2.0,2.0,2.0,0.0001501,0.9972489683631361,0.4021791902022728,0.14782080979772722,0.14741415007338685
171,0.08,475,761.0,525.0,1000.0,761.0,761.0,5.2,4.0,0.191,761.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,0.12282080979772725,0.12282080979772725
172,0.08,500,800.0,500.0,1000.0,800.0,800.0,4.4,4.0,0.129,800.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,0.09782080979772723,0.09782080979772723
173,0.08,525,842.0,475.0,1000.0,842.0,842.0,3.9,4.0,0.128,842.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,0.0728208097977272,0.0728208097977272
174,0.08,550,888.0,450.0,1000.0,888.0,888.0,3.5,4.0,0.098,888.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,0.04782080979772718,0.04782080979772718
175,0.08,575,941.0,425.0,1000.0,941.0,941.0,3.2,3.0,0.1,941.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,0.02282080979772727,0.02282080979772727
176,0.08,600,1000.0,400.0,1000.0,1000.0,1000.0,2.9,3.0,0.128,1000.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,-0.0021791902022727516,0.0
177,0.08,625,1066.0,375.0,1000.0,1066.0,1066.0,2.7,3.0,0.114,1066.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,-0.027179190202272774,0.0
178,0.08,650,1142.0,350.0,1000.0,1142.0,1142.0,2.5,3.0,0.113,1142.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,-0.052179190202272796,0.0
179,0.08,675,1230.0,325.0,1000.0,1230.0,1230.0,2.3,3.0,0.073,1230.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,-0.07717919020227282,0.0
180,0.08,700,1333.0,300.0,1000.0,1333.0,1333.0,2.2,2.0,0.072,1333.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,-0.10217919020227273,0.0
181,0.08,725,1454.0,275.0,1000.0,1454.0,1454.0,2.0,2.0,0.073,1454.0,0.0,0.0,0.0,0.0,1.0,0.4021791902022728,-0.12717919020227275,0.0
182,0.09,100,444.0,900.0,1000.0,444.0,0.0,250.0,0.0,8.002,444.0,444.0,444.0,444.0,0.08995,0.0,0.43646981706410287,0.4635301829358972,0.0
183,0.09,125,457.0,875.0,1000.0,457.0,0.0,250.0,0.0,7.67,457.0,457.0,457.0,457.0,0.08994,0.0,0.43646981706410287,0.4385301829358972,0.0
184,0.09,150,470.0,850.0,1000.0,470.0,0.0,250.0,0.0,8.623,470.0,470.0,470.0,470.0,0.08996,0.0,0.43646981706410287,0.41353018293589716,0.0
185,0.09,175,484.0,825.0,1000.0,484.0,0.0,250.0,0.0,7.626,484.0,484.0,484.0,484.0,0.08997,0.0,0.43646981706410287,0.3885301829358972,0.0
186,0.09,200,500.0,800.0,1000.0,500.0,0.0,250.0,0.0,8.39,500.0,500.0,500.0,500.0,0.08994,0.0,0.43646981706410287,0.3635301829358972,0.0
187,0.09,225,516.0,775.0,1000.0,516.0,0.0,250.0,0.0,7.464,516.0,516.0,516.0,516.0,0.08994,0.0,0.43646981706410287,0.3385301829358972,0.0
188,0.09,250,533.0,750.0,1000.0,533.0,0.0,250.0,0.0,8.736,533.0,533.0,533.0,533.0,0.08996,0.0,0.43646981706410287,0.3135301829358972,0.0
189,0.09,275,551.0,725.0,1000.0,551.0,0.0,250.0,0.0,7.678,551.0,551.0,551.0,551.0,0.08995,0.0,0.43646981706410287,0.28853018293589716,0.0
190,0.09,300,571.0,700.0,1000.0,571.0,0.0,250.0,0.0,7.757,571.0,571.0,571.0,571.0,0.08991,0.0,0.43646981706410287,0.2635301829358972,0.0
191,0.09,325,592.0,675.0,1000.0,592.0,0.0,250.0,0.0,7.447,592.0,592.0,592.0,592.0,0.08838,0.0,0.43646981706410287,0.23853018293589717,0.0
192,0.09,350,615.0,650.0,1000.0,615.0,10.0,246.6,1.0,7.288,615.0,605.0,605.0,605.0,0.08064,0.016260162601626018,0.43646981706410287,0.2135301829358972,0.0034720354948926378
193,0.09,375,640.0,625.0,1000.0,640.0,115.0,209.6,2.0,0.527,640.0,525.0,525.0,525.0,0.05989,0.1796875,0.43646981706410287,0.18853018293589718,0.03387651724629402
194,0.09,400,666.0,600.0,1000.0,666.0,388.0,115.9,4.0,2.074,666.0,278.0,278.0,278.0,0.02724,0.5825825825825826,0.43646981706410287,0.16353018293589716,0.09526983630499714
195,0.09,425,695.0,575.0,1000.0,695.0,634.0,33.6,5.0,0.429,695.0,61.0,61.0,61.0,0.006023,0.9122302158273381,0.43646981706410287,0.1385301829358972,0.12637141867821414
196,0.09,450,727.0,550.0,1000.0,727.0,717.0,11.7,5.0,0.167,727.0,10.0,10.0,10.0,0.0008678,0.9862448418156808,0.43646981706410287,0.11353018293589717,0.11196855731091922
197,0.09,475,761.0,525.0,1000.0,761.0,760.0,6.5,5.0,0.239,761.0,1.0,1.0,1.0,9.261e-05,0.9986859395532195,0.43646981706410287,0.0885301829358972,0.0884138489241549
198,0.09,500,800.0,500.0,1000.0,800.0,800.0,5.1,4.0,0.161,800.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,0.06353018293589718,0.06353018293589718
199,0.09,525,842.0,475.0,1000.0,842.0,842.0,4.4,4.0,0.181,842.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,0.03853018293589716,0.03853018293589716
200,0.09,550,888.0,450.0,1000.0,888.0,888.0,3.9,4.0,0.103,888.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,0.01353018293589714,0.01353018293589714
201,0.09,575,941.0,425.0,1000.0,941.0,941.0,3.5,4.0,0.185,941.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,-0.011469817064102772,0.0
202,0.09,600,1000.0,400.0,1000.0,1000.0,1000.0,3.2,4.0,0.103,1000.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,-0.036469817064102794,0.0
203,0.09,625,1066.0,375.0,1000.0,1066.0,1066.0,2.9,3.0,0.107,1066.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,-0.061469817064102816,0.0
204,0.09,650,1142.0,350.0,1000.0,1142.0,1142.0,2.7,3.0,0.102,1142.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,-0.08646981706410284,0.0
205,0.09,675,1230.0,325.0,1000.0,1230.0,1230.0,2.5,3.0,0.148,1230.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,-0.11146981706410286,0.0
206,0.09,700,1333.0,300.0,1000.0,1333.0,1333.0,2.3,3.0,0.08,1333.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,-0.13646981706410277,0.0
207,0.09,725,1454.0,275.0,1000.0,1454.0,1454.0,2.2,2.0,0.073,1454.0,0.0,0.0,0.0,0.0,1.0,0.43646981706410287,-0.1614698170641028,0.0
208,0.1,100,444.0,900.0,1000.0,444.0,0.0,250.0,0.0,8.071,444.0,444.0,444.0,444.0,0.09981,0.0,0.4689955935892812,0.4310044064107188,0.0
209,0.1,125,457.0,875.0,1000.0,457.0,0.0,250.0,0.0,7.906,457.0,457.0,457.0,457.0,0.0998,0.0,0.4689955935892812,0.4060044064107188,0.0
210,0.1,150,470.0,850.0,1000.0,470.0,0.0,250.0,0.0,7.918,470.0,470.0,470.0,470.0,0.09982,0.0,0.4689955935892812,0.38100440641071875,0.0
211,0.1,175,484.0,825.0,1000.0,484.0,0.0,250.0,0.0,8.614,484.0,484.0,484.0,484.0,0.09983,0.0,0.4689955935892812,0.3560044064107188,0.0
212,0.1,200,500.0,800.0,1000.0,500.0,0.0,250.0,0.0,7.996,500.0,500.0,500.0,500.0,0.0998,0.0,0.4689955935892812,0.33100440641071877,0.0
213,0.1,225,516.0,775.0,1000.0,516.0,0.0,250.0,0.0,7.639,516.0,516.0,516.0,516.0,0.0998,0.0,0.4689955935892812,0.3060044064107188,0.0
214,0.1,250,533.0,750.0,1000.0,533.0,0.0,250.0,0.0,7.096,533.0,533.0,533.0,533.0,0.09981,0.0,0.4689955935892812,0.2810044064107188,0.0
215,0.1,275,551.0,725.0,1000.0,551.0,0.0,250.0,0.0,8.453,551.0,551.0,551.0,551.0,0.09981,0.0,0.4689955935892812,0.25600440641071875,0.0
216,0.1,300,571.0,700.0,1000.0,571.0,0.0,250.0,0.0,7.076,571.0,571.0,571.0,571.0,0.09981,0.0,0.4689955935892812,0.2310044064107188,0.0
217,0.1,325,592.0,675.0,1000.0,592.0,0.0,250.0,0.0,8.216,592.0,592.0,592.0,592.0,0.09966,0.0,0.4689955935892812,0.20600440641071877,0.0
218,0.1,350,615.0,650.0,1000.0,615.0,0.0,250.0,0.0,7.059,615.0,615.0,615.0,615.0,0.09759,0.0,0.4689955935892812,0.1810044064107188,0.0
219,0.1,375,640.0,625.0,1000.0,640.0,18.0,244.1,1.0,7.533,640.0,622.0,622.0,622.0,0.08653,0.028125,0.4689955935892812,0.15600440641071878,0.004387623930301465
220,0.1,400,666.0,600.0,1000.0,666.0,149.0,199.9,3.0,7.86,666.0,517.0,517.0,517.0,0.06063,0.22372372372372373,0.4689955935892812,0.13100440641071875,0.029308793626422063
221,0.1,425,695.0,575.0,1000.0,695.0,467.0,95.6,5.0,0.629,695.0,228.0,228.0,228.0,0.02328,0.6719424460431654,0.4689955935892812,0.10600440641071879,0.07122886013497219
222,0.1,450,727.0,550.0,1000.0,727.0,693.0,23.5,5.0,0.158,727.0,34.0,34.0,34.0,0.003654,0.953232462173315,0.4689955935892812,0.08100440641071877,0.07721602976977732
223,0.1,475,761.0,525.0,1000.0,761.0,760.0,8.4,5.0,0.246,761.0,1.0,1.0,1.0,0.0001126,0.9986859395532195,0.4689955935892812,0.0560044064107188,0.05593081323540905
224,0.1,500,800.0,500.0,1000.0,800.0,800.0,6.2,5.0,0.193,800.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,0.031004406410718777,0.031004406410718777
225,0.1,525,842.0,475.0,1000.0,842.0,842.0,5.0,5.0,0.193,842.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,0.0060044064107187545,0.0060044064107187545
226,0.1,550,888.0,450.0,1000.0,888.0,888.0,4.3,4.0,0.143,888.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,-0.018995593589281268,0.0
227,0.1,575,941.0,425.0,1000.0,941.0,941.0,3.8,4.0,0.129,941.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,-0.04399559358928118,0.0
228,0.1,600,1000.0,400.0,1000.0,1000.0,1000.0,3.5,4.0,0.136,1000.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,-0.0689955935892812,0.0
229,0.1,625,1066.0,375.0,1000.0,1066.0,1066.0,3.1,4.0,0.101,1066.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,-0.09399559358928122,0.0
230,0.1,650,1142.0,350.0,1000.0,1142.0,1142.0,2.9,3.0,0.113,1142.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,-0.11899559358928125,0.0
231,0.1,675,1230.0,325.0,1000.0,1230.0,1230.0,2.7,3.0,0.102,1230.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,-0.14399559358928127,0.0
232,0.1,700,1333.0,300.0,1000.0,1333.0,1333.0,2.5,3.0,0.096,1333.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,-0.16899559358928118,0.0
233,0.1,725,1454.0,275.0,1000.0,1454.0,1454.0,2.3,3.0,0.073,1454.0,0.0,0.0,0.0,0.0,1.0,0.4689955935892812,-0.1939955935892812,0.0
234,0.11,100,444.0,900.0,1000.0,444.0,0.0,250.0,0.0,7.793,444.0,444.0,444.0,444.0,0.11,0.0,0.499915958164528,0.40008404183547197,0.0
235,0.11,125,457.0,875.0,1000.0,457.0,0.0,250.0,0.0,8.409,457.0,457.0,457.0,457.0,0.11,0.0,0.499915958164528,0.37508404183547195,0.0
236,0.11,150,470.0,850.0,1000.0,470.0,0.0,250.0,0.0,8.314,470.0,470.0,470.0,470.0,0.11,0.0,0.499915958164528,0.3500840418354719,0.0
237,0.11,175,484.0,825.0,1000.0,484.0,0.0,250.0,0.0,7.976,484.0,484.0,484.0,484.0,0.11,0.0,0.499915958164528,0.32508404183547196,0.0
238,0.11,200,500.0,800.0,1000.0,500.0,0.0,250.0,0.0,7.61,500.0,500.0,500.0,500.0,0.11,0.0,0.499915958164528,0.30008404183547194,0.0
239,0.11,225,516.0,775.0,1000.0,516.0,0.0,250.0,0.0,7.448,516.0,516.0,516.0,516.0,0.11,0.0,0.499915958164528,0.27508404183547197,0.0
240,0.11,250,533.0,750.0,1000.0,533.0,0.0,250.0,0.0,6.946,533.0,533.0,533.0,533.0,0.11,0.0,0.499915958164528,0.25008404183547195,0.0
241,0.11,275,551.0,725.0,1000.0,551.0,0.0,250.0,0.0,7.61,551.0,551.0,551.0,551.0,0.11,0.0,0.499915958164528,0.22508404183547193,0.0
242,0.11,300,571.0,700.0,1000.0,571.0,0.0,250.0,0.0,7.071,571.0,571.0,571.0,571.0,0.11,0.0,0.499915958164528,0.20008404183547196,0.0
243,0.11,325,592.0,675.0,1000.0,592.0,0.0,250.0,0.0,7.015,592.0,592.0,592.0,592.0,0.11,0.0,0.499915958164528,0.17508404183547194,0.0
244,0.11,350,615.0,650.0,1000.0,615.0,0.0,250.0,0.0,6.714,615.0,615.0,615.0,615.0,0.1097,0.0,0.499915958164528,0.15008404183547197,0.0
245,0.11,375,640.0,625.0,1000.0,640.0,0.0,250.0,0.0,6.987,640.0,640.0,640.0,640.0,0.1065,0.0,0.499915958164528,0.12508404183547195,0.0
246,0.11,400,666.0,600.0,1000.0,666.0,30.0,240.3,1.0,6.955,666.0,636.0,636.0,636.0,0.09168,0.04504504504504504,0.499915958164528,0.10008404183547193,0.0045082901727690056
247,0.11,425,695.0,575.0,1000.0,695.0,221.0,179.0,3.0,0.953,695.0,474.0,474.0,474.0,0.05778,0.31798561151079136,0.499915958164528,0.07508404183547196,0.02387564495775439
248,0.11,450,727.0,550.0,1000.0,727.0,555.0,71.9,5.0,0.185,727.0,172.0,172.0,172.0,0.0184,0.7634112792297112,0.499915958164528,0.05008404183547194,0.038234722446612
249,0.11,475,761.0,525.0,1000.0,761.0,729.0,20.4,6.0,0.272,761.0,32.0,32.0,32.0,0.003815,0.9579500657030223,0.499915958164528,0.02508404183547197,0.024029259524387735
250,0.11,500,800.0,500.0,1000.0,800.0,798.0,7.9,6.0,0.182,800.0,2.0,2.0,2.0,0.0003075,0.9975,0.499915958164528,8.404183547194854e-05,8.383173088326868e-05
251,0.11,525,842.0,475.0,1000.0,842.0,842.0,5.7,5.0,0.156,842.0,0.0,0.0,0.0,0.0,1.0,0.499915958164528,-0.024915958164528074,0.0
252,0.11,550,888.0,450.0,1000.0,888.0,888.0,4.8,5.0,0.145,888.0,0.0,0.0,0.0,0.0,1.0,0.499915958164528,-0.049915958164528096,0.0
253,0.11,575,941.0,425.0,1000.0,941.0,941.0,4.2,5.0,0.15,941.0,0.0,0.0,0.0,0.0,1.0,0.499915958164528,-0.07491595816452801,0.0
254,0.11,600,1000.0,400.0,1000.0,1000.0,1000.0,3.8,4.0,0.124,1000.0,0.0,0.0,0.0,0.0,1.0,0.499915958164528,-0.09991595816452803,0.0
255,0.11,625,1066.0,375.0,1000.0,1066.0,1066.0,3.4,4.0,0.106,1066.0,0.0,0.0,0.0,0.0,1.0,0.499915958164528,-0.12491595816452805,0.0
256,0.11,650,1142.0,350.0,1000.0,1142.0,1142.0,3.1,4.0,0.095,1142.0,0.0,0.0,0.0,0.0,1.0,0.499915958164528,-0.14991595816452807,0.0
257,0.11,675,1230.0,325.0,1000.0,1230.0,1230.0,2.8,4.0,0.101,1230.0,0.0,0.0,0.0,0.0,1.0,0.499915958164528,-0.1749159581645281,0.0
258,0.11,700,1333.0,300.0,1000.0,1333.0,1333.0,2.6,3.0,0.068,1333.0,0.0,0.0,0.0,0.0,1.0,0.499915958164528,-0.199915958164528,0.0
259,0.11,725,1454.0,275.0,1000.0,1454.0,1454.0,2.5,3.0,0.07,1454.0,0.0,0.0,0.0,0.0,1.0,0.499915958164528,-0.22491595816452803,0.0
